"codigo_veiculo","fipe","codigo_fipe","valor_fipe","valor_revenda","chassi","placa","ano_fabricacao","ano_modelo","updated_at"
"50547",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",93255.00,82064.40,"9BWJL45U1VP010068",ZZZ0087,1927,2026,2026-07-16 15:11:36.447 -0400
"50548",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",93255.00,82064.40,"9BWJL45U1VP010426",ZZZ0088,1927,2026,2026-07-16 15:11:36.447 -0400
"50549",Saveiro Robust 1.6 Total Flex 16V ,"005538-7",88131.00,77555.28,"9BWKL45U8VP010475",ZZZ0089,1927,2026,2026-07-16 15:11:36.447 -0400
"50550",Saveiro Robust 1.6 Total Flex 16V ,"005538-7",88131.00,77555.28,"9BWKL45U3VP010500",ZZZ0090,1927,2026,2026-07-16 15:11:36.447 -0400
"50551",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",93255.00,82064.40,"9BWJL45U0VP010059",ZZZ0091,1927,2026,2026-07-16 15:11:36.447 -0400
"51121",Tera 1.0 MPI Flex 12V 5p Mec.,"005557-3",96322.00,84763.36,"9BWBG6DF6TT444241",ZZZ0092,2026,2026,2026-07-16 15:11:36.447 -0400
"12812",Toro Endurance 2.0 16V 4x4 Diesel Aut.,"001520-2",95797.00,84301.36,"9882261N5LKD27607",NUK8E76,2020,2020,2026-07-16 15:11:36.447 -0400
"27313",Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,"002107-5",160201.00,140976.88,"8AJBU3FS9H0020300",PHK5C66,2017,2017,2026-07-16 15:11:36.447 -0400
"5858",Saveiro Robust 1.6 Total Flex 16V ,"005538-7",69100.00,60808.00,"9BWKL45UXPP073208",QZP2H59,2023,2023,2026-07-16 15:11:36.447 -0400
"5883",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",76175.00,67034.00,"9BWJL45U0RP019074",QZR7G40,2024,2024,2026-07-16 15:11:36.447 -0400
"5886",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",76175.00,67034.00,"9BWJL45U2RP019030",QZR7G50,2024,2024,2026-07-16 15:11:36.447 -0400
"5887",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",76175.00,67034.00,"9BWJL45U2RP019321",QZR7G80,2024,2024,2026-07-16 15:11:36.447 -0400
"5909",Polo Track 1.0 Flex 12V 5p,"005540-9",69770.00,61397.60,"9BWAG5R1XRT046493",QZX4I40,2024,2024,2026-07-16 15:11:36.447 -0400
"5865",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",71950.00,63316.00,"9BWJL45UXPP076010",QZY1A89,2023,2023,2026-07-16 15:11:36.447 -0400
"5972",Nivus Highline 1.0 200 TSI Flex Aut.,"005526-3",116893.00,102865.84,"9BWCH6CH6RP083096",QZY2J60,2024,2024,2026-07-16 15:11:36.447 -0400
"5967",Polo Track 1.0 Flex 12V 5p,"005540-9",69770.00,61397.60,"9BWAG5R19ST032915",QZY3C40,2025,2024,2026-07-16 15:11:36.447 -0400
"46293",Polo Track 1.0 Flex 12V 5p,"005540-9",81778.00,71964.64,"9BWAG5R12TP050120",TSM4G20,2026,2026,2026-07-16 15:11:36.447 -0400
"48612",Tera Comfort 1.0 170 TSI Flex 12V 5p Aut,"005555-7",118000.00,103840.00,"9BWBH6DF9TT406533",TSM4G30,2026,2026,2026-07-16 15:11:36.447 -0400
"48618",Tera Comfort 1.0 170 TSI Flex 12V 5p Aut,"005555-7",118000.00,103840.00,"9BWBH6DF7TT396262",TSM4G40,2026,2026,2026-07-16 15:11:36.447 -0400
"48617",Tera Comfort 1.0 170 TSI Flex 12V 5p Aut,"005555-7",118000.00,103840.00,"9BWBH6DF5TT403838",TSM4G50,2026,2026,2026-07-16 15:11:36.447 -0400
"48619",Tera Comfort 1.0 170 TSI Flex 12V 5p Aut,"005555-7",118000.00,103840.00,"9BWBH6DFXTT406556",TSM4G60,2026,2026,2026-07-16 15:11:36.447 -0400
"26691",Polo Track 1.0 Flex 12V 5p,"005540-9",81778.00,71964.64,"9BWAG5R19TP038319",TSM6I70,2026,2026,2026-07-16 15:11:36.447 -0400
"26687",Polo Track 1.0 Flex 12V 5p,"005540-9",81778.00,71964.64,"9BWAG5R19TP038403",TSM6I80,2026,2026,2026-07-16 15:11:36.447 -0400
"27933",Saveiro Robust 1.6 Total Flex 16V ,"005538-7",88131.00,77555.28,"9BWKL45UXTP076636",TSO3J40,2026,2026,2026-07-16 15:11:36.447 -0400
"27932",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",93255.00,82064.40,"9BWJL45U9TP073237",TSO3J50,2026,2026,2026-07-16 15:11:36.447 -0400
"27934",Saveiro Robust 1.6 Total Flex 16V ,"005538-7",88131.00,77555.28,"9BWKL45UXTP076622",TSO3J60,2026,2026,2026-07-16 15:11:36.447 -0400
"27431",MONTANA PREMIER 1.2 Turbo Flex 12V Aut.,"004542-0",138013.00,121451.44,"9BGEY43T0TB189427",TSO6H80,2026,2026,2026-07-16 15:11:36.447 -0400
"29403",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",93255.00,82064.40,"9BWJL45U4TP069581",TSO6I30,2026,2026,2026-07-16 15:11:36.447 -0400
"27462",Polo Track 1.0 Flex 12V 5p,"005540-9",81778.00,71964.64,"9BWAG5R18TP042359",TSO6I40,2026,2026,2026-07-16 15:11:36.447 -0400
"50161",VIRTUS TSI 1.0 Flex 12V 4p Aut.,"005543-3",113471.00,99854.48,"9BWDH6BZ6T4038764",UUD4I30,2026,2026,2026-07-16 15:11:36.447 -0400
"50091",Dolphin Mini (Elétrico),"095010-6",111036.00,97711.68,"92VCE4CC2VK050688",ZZZ0067,1927,2026,2026-07-16 15:11:36.447 -0400
"50092",Dolphin Mini (Elétrico),"095010-6",111036.00,97711.68,"92VCE4CC4VK024609",ZZZ0068,1927,2026,2026-07-16 15:11:36.447 -0400
"50093",Dolphin Mini (Elétrico),"095010-6",111036.00,97711.68,"92VCE4CC5VK024537",ZZZ0069,1927,2026,2026-07-16 15:11:36.447 -0400
"50094",Dolphin Mini (Elétrico),"095010-6",111036.00,97711.68,"92VCE4CC6VK024725",ZZZ0070,1927,2026,2026-07-16 15:11:36.447 -0400
"50095",Dolphin Mini (Elétrico),"095010-6",111036.00,97711.68,"92VCE4CC1VK024681",ZZZ0071,1927,2026,2026-07-16 15:11:36.447 -0400
"50096",Dolphin Mini (Elétrico),"095010-6",111036.00,97711.68,"92VCE4CC8VK025827",ZZZ0072,1927,2026,2026-07-16 15:11:36.447 -0400
"50097",Dolphin Mini (Elétrico),"095010-6",111036.00,97711.68,"92VCE4CC3VK024312",ZZZ0073,1927,2026,2026-07-16 15:11:36.447 -0400
"50098",Dolphin Mini (Elétrico),"095010-6",111036.00,97711.68,"92VCE4CC1VK021604",ZZZ0074,1927,2026,2026-07-16 15:11:36.447 -0400
"50099",Dolphin Mini (Elétrico),"095010-6",111036.00,97711.68,"92VCE4CC3VK050327",ZZZ0075,1927,2026,2026-07-16 15:11:36.447 -0400
"50159",Tera High 1.0 170 TSI Flex 12V 5p Aut,"005556-5",132487.00,116588.56,"9BWBH6DF1TT438425",ZZZ0076,2026,2026,2026-07-16 15:11:36.447 -0400
"50160",Tera High 1.0 170 TSI Flex 12V 5p Aut,"005556-5",132487.00,116588.56,"9BWBH6DF6TT438274",ZZZ0077,2026,2026,2026-07-16 15:11:36.447 -0400
"50267",Saveiro Robust 1.6 Total Flex 16V CD,"005537-9",93255.00,82064.40,"9BWJL45U5VP009151",ZZZ0079,1927,2026,2026-07-16 15:11:36.447 -0400
"50268",Tera High 1.0 170 TSI Flex 12V 5p Aut,"005556-5",132487.00,116588.56,"9BWBH6DF4TT434854",ZZZ0080,2026,2026,2026-07-16 15:11:36.447 -0400
"50269",Tera High 1.0 170 TSI Flex 12V 5p Aut,"005556-5",132487.00,116588.56,"9BWBH6DF3TT436871",ZZZ0081,2026,2026,2026-07-16 15:11:36.447 -0400
"50270",Tera High 1.0 170 TSI Flex 12V 5p Aut,"005556-5",132487.00,116588.56,"9BWBH6DF3TT442122",ZZZ0082,2026,2026,2026-07-16 15:11:36.447 -0400
"50314",Tera 1.0 MPI Flex 12V 5p Mec.,"005557-3",96322.00,84763.36,"9BWBG6DF9TT442970",ZZZ0083,2026,2026,2026-07-16 15:11:36.447 -0400
"50462",Tera 1.0 MPI Flex 12V 5p Mec.,"005557-3",96322.00,84763.36,"9BWBG6DFXTT444887",ZZZ0084,2026,2026,2026-07-16 15:11:36.447 -0400
"50463",Tera 1.0 MPI Flex 12V 5p Mec.,"005557-3",96322.00,84763.36,"9BWBG6DF2TT444690",ZZZ0085,2026,2026,2026-07-16 15:11:36.447 -0400
