"placa","fornecedor","hodometro_km","placa_fonte","latitude","longitude","ignicao","event_date","update_date","chassi","codigo_fonte","dados_fonte","sincronizado_em","updated_at"
TAA0B71,RastroSiga,4902.0,TAA-0B71,-3.10214,-59.997884444444445,false,2026-07-16 17:21:21.000 -0400,2026-07-16 17:21:22.348 -0400,"8AWBJ6B2XRA829570","2490","{""Plate"": ""TAA-0B71"", ""Driver"": null, ""Address"": ""Avenida André Araújo, Aleixo, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.10214, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-16T21:21:21Z"", ""Longitude"": -59.997884444444445, ""IdPosition"": 279271090, ""UpdateDate"": ""2026-07-16T21:21:22.348Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TAA-0B71"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2490, ""ListTelemetry"": {""2"": 8.0, ""6"": 118.0, ""8"": 100.0, ""15"": 4902.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:42.657 -0400,2026-07-16 23:23:11.608 -0400
UUB4F90,RastroSiga,9.0,UUB-4F90,-3.0708233333333337,-60.00517777777778,false,2026-07-15 10:27:34.000 -0400,2026-07-15 10:27:34.879 -0400,"9BWAG5R11TT040850","2499","{""Plate"": ""UUB-4F90"", ""Driver"": null, ""Address"": ""Avenida Tancredo Neves, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0708233333333337, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-15T14:27:34Z"", ""Longitude"": -60.00517777777778, ""IdPosition"": 278326439, ""UpdateDate"": ""2026-07-15T14:27:34.879Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUB-4F90"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2499, ""ListTelemetry"": {""2"": 13.0, ""6"": 309.0, ""8"": 100.0, ""15"": 9.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-15 11:13:12.560 -0400,2026-07-15 11:13:12.560 -0400
UUB4G10,RastroSiga,8.0,UUB-4G10,-3.0708183333333334,-60.005160000000004,false,2026-07-15 10:38:27.000 -0400,2026-07-15 10:38:28.636 -0400,"9BWBG6DF4TT429012","2498","{""Plate"": ""UUB-4G10"", ""Driver"": null, ""Address"": ""Avenida Tancredo Neves, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0708183333333334, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-15T14:38:27Z"", ""Longitude"": -60.005160000000004, ""IdPosition"": 278334706, ""UpdateDate"": ""2026-07-15T14:38:28.636Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUB-4G10"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2498, ""ListTelemetry"": {""2"": 14.0, ""6"": 130.0, ""8"": 100.0, ""15"": 8.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-15 11:13:12.562 -0400,2026-07-15 11:13:12.562 -0400
UTT8H80,RastroSiga,7.0,UTT-8H80,-3.0708383333333336,-60.00510666666666,false,2026-07-15 14:12:19.000 -0400,2026-07-15 14:12:19.786 -0400,"9BWBH6DF7TT437909","2496","{""Plate"": ""UTT-8H80"", ""Driver"": null, ""Address"": ""Rua Alexandre Magno, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0708383333333336, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-15T18:12:19Z"", ""Longitude"": -60.00510666666666, ""IdPosition"": 278477598, ""UpdateDate"": ""2026-07-15T18:12:19.786Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UTT-8H80"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2496, ""ListTelemetry"": {""2"": 12.0, ""6"": 265.0, ""8"": 100.0, ""15"": 7.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-15 11:13:12.556 -0400,2026-07-15 23:23:16.851 -0400
TAG7I23,Vai,0.0,TAG7I23,,,,2026-07-16 22:42:33.481 -0400,,"9BWCH6CH0RP095258","240301196","{""plate"": ""TAG7I23"", ""chassis"": ""9BWCH6CH0RP095258"", ""codigoVai"": ""240301196"", ""ecuChassis"": ""9BWCH6CH0RP095258"", ""lastReview"": ""2026-03-05"", ""reviewStatus"": 0, ""currentMileage"": 25864.64, ""initialMileage"": 365, ""lastConnection"": ""2026-07-17T02:42:33.481656+00:00"", ""dailyMileageAvg"": 50.333333333333336, ""mileageOnReview"": 19277.267, ""odometerMileage"": 0.0, ""reviewDateEstimated"": ""2026-09-22""}",2026-07-10 16:53:42.634 -0400,2026-07-16 23:23:11.641 -0400
TRX1C63,Vai,38026.0,TRX1C63,,,,2026-07-16 22:59:36.534 -0400,,"9BWDH6BZ8SP031747","241101715","{""plate"": ""TRX1C63"", ""chassis"": ""9BWDH6BZ8SP031747"", ""codigoVai"": ""241101715"", ""ecuChassis"": ""9BWDH6BZ8SP031747"", ""lastReview"": ""2026-04-21"", ""reviewStatus"": 0, ""currentMileage"": 37570.343000000015, ""initialMileage"": 8, ""lastConnection"": ""2026-07-17T02:59:36.534643+00:00"", ""dailyMileageAvg"": 79.67847411444141, ""mileageOnReview"": 30638.384000000002, ""odometerMileage"": 38026.0, ""reviewDateEstimated"": ""2026-08-24""}",2026-07-10 16:53:42.724 -0400,2026-07-16 23:23:11.645 -0400
TRX3G70,Vai,16265.0,TRX3G70,,,,2026-07-16 22:09:11.380 -0400,,"9BWBH6BF4S4093273","241101754","{""plate"": ""TRX3G70"", ""chassis"": ""9BWBH6BF4S4093273"", ""codigoVai"": ""241101754"", ""ecuChassis"": ""9BWBH6BF4S4093273"", ""lastReview"": ""2026-02-12"", ""reviewStatus"": 0, ""currentMileage"": 1741.3829999999987, ""initialMileage"": 1427, ""lastConnection"": ""2026-07-17T02:09:11.380979+00:00"", ""dailyMileageAvg"": 45.232209737827716, ""mileageOnReview"": 10124.22, ""odometerMileage"": 16265.0, ""reviewDateEstimated"": ""2027-02-12""}",2026-07-10 16:53:42.936 -0400,2026-07-16 23:23:11.646 -0400
TRX3J20,Vai,25240.0,TRX3J20,,,,2026-07-16 22:39:50.088 -0400,,"9BWJL45U0TP008339","240300172","{""plate"": ""TRX3J20"", ""chassis"": ""9BWJL45U0TP008339"", ""codigoVai"": ""240300172"", ""ecuChassis"": ""9BWJL45U0TP008339"", ""lastReview"": ""2026-05-21"", ""reviewStatus"": 0, ""currentMileage"": 25080.42, ""initialMileage"": 770, ""lastConnection"": ""2026-07-17T02:39:50.088217+00:00"", ""dailyMileageAvg"": 80.22519083969466, ""mileageOnReview"": 19934.516000000003, ""odometerMileage"": 25240.0, ""reviewDateEstimated"": ""2026-09-15""}",2026-07-10 16:53:42.910 -0400,2026-07-16 23:23:11.647 -0400
TRX4E10,Vai,14523.0,TRX4E10,,,,2026-07-16 22:39:53.895 -0400,,"9BWDH6BZ6T4001598","241101739","{""plate"": ""TRX4E10"", ""chassis"": ""9BWDH6BZ6T4001598"", ""codigoVai"": ""241101739"", ""ecuChassis"": ""9BWDH6BZ6T4001598"", ""lastReview"": ""2026-04-18"", ""reviewStatus"": 0, ""currentMileage"": 14397.873999999998, ""initialMileage"": 875, ""lastConnection"": ""2026-07-17T02:39:53.895279+00:00"", ""dailyMileageAvg"": 38.167202572347264, ""mileageOnReview"": 9221.262999999999, ""odometerMileage"": 14523.0, ""reviewDateEstimated"": ""2026-11-20""}",2026-07-10 16:53:42.919 -0400,2026-07-16 23:23:11.654 -0400
TRX4F50,Vai,11712.0,TRX4F50,,,,2026-07-16 22:33:34.728 -0400,,"9BWAH5BZ7TT609438","241101767","{""plate"": ""TRX4F50"", ""chassis"": ""9BWAH5BZ7TT609438"", ""codigoVai"": ""241101767"", ""ecuChassis"": ""9BWAH5BZ7TT609438"", ""lastReview"": ""2026-05-19"", ""reviewStatus"": 0, ""currentMileage"": 10991.252000000004, ""initialMileage"": 8, ""lastConnection"": ""2026-07-17T02:33:34.728768+00:00"", ""dailyMileageAvg"": 58.95104895104895, ""mileageOnReview"": 9101.921000000002, ""odometerMileage"": 11712.0, ""reviewDateEstimated"": ""2026-12-01""}",2026-07-10 16:53:42.928 -0400,2026-07-16 23:23:11.656 -0400
TRX4H40,Vai,32924.0,TRX4H40,,,,2026-07-16 22:59:45.747 -0400,,"9BWDH6BZ7T4002565","241101708","{""plate"": ""TRX4H40"", ""chassis"": ""9BWDH6BZ7T4002565"", ""codigoVai"": ""241101708"", ""ecuChassis"": ""9BWDH6BZ7T4002565"", ""lastReview"": ""2026-05-20"", ""reviewStatus"": 0, ""currentMileage"": 32515.535999999993, ""initialMileage"": 15, ""lastConnection"": ""2026-07-17T02:59:45.747910+00:00"", ""dailyMileageAvg"": 89.85209003215434, ""mileageOnReview"": 28965.064999999995, ""odometerMileage"": 32924.0, ""reviewDateEstimated"": ""2026-09-26""}",2026-07-10 16:53:42.933 -0400,2026-07-16 23:23:11.661 -0400
TRX4H60,Vai,5882.0,TRX4H60,,,,2026-07-16 22:32:13.396 -0400,,"9BWDH6BZ8TP003030","241101763","{""plate"": ""TRX4H60"", ""chassis"": ""9BWDH6BZ8TP003030"", ""codigoVai"": ""241101763"", ""ecuChassis"": ""9BWDH6BZ8TP003030"", ""lastReview"": ""2026-05-19"", ""reviewStatus"": 0, ""currentMileage"": 5768.108000000001, ""initialMileage"": 9, ""lastConnection"": ""2026-07-17T02:32:13.396271+00:00"", ""dailyMileageAvg"": 23.424778761061948, ""mileageOnReview"": 4800.294000000001, ""odometerMileage"": 5882.0, ""reviewDateEstimated"": ""2027-05-19""}",2026-07-10 16:53:42.950 -0400,2026-07-16 23:23:11.665 -0400
TRY6D33,Vai,25370.0,TRY6D33,,,,2026-07-16 22:59:58.258 -0400,,"9BWAG5R18ST076999","241101776","{""plate"": ""TRY6D33"", ""chassis"": ""9BWAG5R18ST076999"", ""codigoVai"": ""241101776"", ""ecuChassis"": ""9BWAG5R18ST076999"", ""lastReview"": ""2026-05-14"", ""reviewStatus"": 0, ""currentMileage"": 24773.823000000008, ""initialMileage"": 23443, ""lastConnection"": ""2026-07-17T02:59:58.258744+00:00"", ""dailyMileageAvg"": 70.72727272727273, ""mileageOnReview"": 21187.448999999997, ""odometerMileage"": 25370.0, ""reviewDateEstimated"": ""2026-10-15""}",2026-07-10 16:53:42.744 -0400,2026-07-16 23:23:11.669 -0400
TRY9D64,RastroSiga,17409.0,TRY-9D64,-3.052986666666667,-60.00989333333334,true,2026-07-16 23:22:33.000 -0400,2026-07-16 23:22:35.324 -0400,"9BWDH6BZ6SP035327","2486","{""Plate"": ""TRY-9D64"", ""Driver"": null, ""Address"": ""Rua Desembargador Luis F. Cabral, Flores, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": true, ""Latitude"": -3.052986666666667, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:22:33Z"", ""Longitude"": -60.00989333333334, ""IdPosition"": 279425102, ""UpdateDate"": ""2026-07-17T03:22:35.324Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TRY-9D64"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2486, ""ListTelemetry"": {""2"": 10.0, ""6"": 299.0, ""8"": 100.0, ""15"": 17409.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": true}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:42.843 -0400,2026-07-16 23:23:11.670 -0400
TRY9E14,Vai,36940.0,TRY9E14,,,,2026-07-16 22:57:14.423 -0400,,"9BWAG5R1XST082660","210300809","{""plate"": ""TRY9E14"", ""chassis"": ""9BWAG5R1XST082660"", ""codigoVai"": ""210300809"", ""ecuChassis"": ""9BWAG5R1XST082660"", ""lastReview"": ""2026-05-14"", ""reviewStatus"": 1, ""currentMileage"": 36822.482, ""initialMileage"": 833, ""lastConnection"": ""2026-07-17T02:57:14.423039+00:00"", ""dailyMileageAvg"": 94.89490445859873, ""mileageOnReview"": 28988.187000000005, ""odometerMileage"": 36940.0, ""reviewDateEstimated"": ""2026-08-08""}",2026-07-10 16:53:42.841 -0400,2026-07-16 23:23:11.672 -0400
TRY9E34,Vai,26094.0,TRY9E34,,,,2026-07-16 22:59:57.298 -0400,,"9BWAG5R1XST082674","241101478","{""plate"": ""TRY9E34"", ""chassis"": ""9BWAG5R1XST082674"", ""codigoVai"": ""241101478"", ""ecuChassis"": ""9BWAG5R1XST082674"", ""lastReview"": ""2026-03-26"", ""reviewStatus"": 0, ""currentMileage"": 25576.271999999975, ""initialMileage"": 24143, ""lastConnection"": ""2026-07-17T02:59:57.298421+00:00"", ""dailyMileageAvg"": 64.33980582524272, ""mileageOnReview"": 19251.543, ""odometerMileage"": 26094.0, ""reviewDateEstimated"": ""2026-09-12""}",2026-07-10 16:53:42.833 -0400,2026-07-16 23:23:11.673 -0400
TRY9E44,Vai,22625.0,TRY9E44,,,,2026-07-16 22:43:36.784 -0400,,"9BWAG5R10ST082473","210901297","{""plate"": ""TRY9E44"", ""chassis"": ""9BWAG5R10ST082473"", ""codigoVai"": ""210901297"", ""ecuChassis"": ""9BWAG5R10ST082473"", ""lastReview"": ""2025-10-27"", ""reviewStatus"": 3, ""currentMileage"": 21483.064000000006, ""initialMileage"": 9, ""lastConnection"": ""2026-07-17T02:43:36.784562+00:00"", ""dailyMileageAvg"": 60.55417956656347, ""mileageOnReview"": 9055.231, ""odometerMileage"": 22625.0, ""reviewDateEstimated"": ""2026-06-06""}",2026-07-10 16:53:42.836 -0400,2026-07-16 23:23:11.673 -0400
TRY9I15,Vai,8279.0,TRY9I15,,,,2026-07-16 16:56:11.019 -0400,,"9BWAG5R15ST085479","210901414","{""plate"": ""TRY9I15"", ""chassis"": ""9BWAG5R15ST085479"", ""codigoVai"": ""210901414"", ""ecuChassis"": ""9BWAG5R15ST085479"", ""lastReview"": ""2026-04-27"", ""reviewStatus"": 0, ""currentMileage"": 8079.976000000005, ""initialMileage"": 9, ""lastConnection"": ""2026-07-16T20:56:11.019546+00:00"", ""dailyMileageAvg"": 22.768421052631577, ""mileageOnReview"": 7071.563000000001, ""odometerMileage"": 8279.0, ""reviewDateEstimated"": ""2027-04-27""}",2026-07-10 16:53:42.893 -0400,2026-07-16 23:23:11.675 -0400
TRZ0A25,Vai,25515.0,TRZ0A25,,,,2026-07-16 22:59:02.662 -0400,,"9BWAG5R16ST084129","191110269","{""plate"": ""TRZ0A25"", ""chassis"": ""9BWAG5R16ST084129"", ""codigoVai"": ""191110269"", ""ecuChassis"": ""9BWAG5R16ST084129"", ""lastReview"": ""2026-05-17"", ""reviewStatus"": 0, ""currentMileage"": 25202.276999999987, ""initialMileage"": 529, ""lastConnection"": ""2026-07-17T02:59:02.662193+00:00"", ""dailyMileageAvg"": 76.76223776223776, ""mileageOnReview"": 19401.10299999999, ""odometerMileage"": 25515.0, ""reviewDateEstimated"": ""2026-09-09""}",2026-07-10 16:53:42.896 -0400,2026-07-16 23:23:11.678 -0400
TRZ2J15,Vai,11644.0,TRZ2J15,,,,2026-07-16 18:13:53.617 -0400,,"9BWCH6CH6SP020862","210901351","{""plate"": ""TRZ2J15"", ""chassis"": ""9BWCH6CH6SP020862"", ""codigoVai"": ""210901351"", ""ecuChassis"": ""9BWCH6CH6SP020862"", ""lastReview"": ""2026-05-21"", ""reviewStatus"": 0, ""currentMileage"": 11340.752, ""initialMileage"": 42, ""lastConnection"": ""2026-07-16T22:13:53.617393+00:00"", ""dailyMileageAvg"": 36.14509803921569, ""mileageOnReview"": 9597.086, ""odometerMileage"": 11644.0, ""reviewDateEstimated"": ""2027-03-02""}",2026-07-10 16:53:42.903 -0400,2026-07-16 23:23:11.679 -0400
TSA1F20,Vai,11263.0,TSA1F20,,,,2026-07-16 22:06:38.851 -0400,,"9BWCH6CH0TP001984","241101730","{""plate"": ""TSA1F20"", ""chassis"": ""9BWCH6CH0TP001984"", ""codigoVai"": ""241101730"", ""ecuChassis"": ""9BWCH6CH0TP001984"", ""lastReview"": ""2026-06-07"", ""reviewStatus"": 0, ""currentMileage"": 11138.989999999996, ""initialMileage"": 10, ""lastConnection"": ""2026-07-17T02:06:38.851044+00:00"", ""dailyMileageAvg"": 33.291228070175436, ""mileageOnReview"": 10038.727999999997, ""odometerMileage"": 11263.0, ""reviewDateEstimated"": ""2027-04-10""}",2026-07-10 16:53:42.915 -0400,2026-07-16 23:23:11.684 -0400
TSA1H70,Vai,24050.0,TSA1H70,,,,2026-07-16 22:24:34.553 -0400,,"9BWCH6CH3TP005706","241101731","{""plate"": ""TSA1H70"", ""chassis"": ""9BWCH6CH3TP005706"", ""codigoVai"": ""241101731"", ""ecuChassis"": ""9BWCH6CH3TP005706"", ""lastReview"": ""2026-06-09"", ""reviewStatus"": 0, ""currentMileage"": 23515.032000000017, ""initialMileage"": -333, ""lastConnection"": ""2026-07-17T02:24:34.553608+00:00"", ""dailyMileageAvg"": 76.42481203007519, ""mileageOnReview"": 20337.174000000017, ""odometerMileage"": 24050.0, ""reviewDateEstimated"": ""2026-10-14""}",2026-07-10 16:53:42.944 -0400,2026-07-16 23:23:11.684 -0400
TSA1I50,RastroSiga,8971.0,TSA-1I50,-3.054225,-60.100653333333334,false,2026-07-16 23:12:03.000 -0400,2026-07-16 23:12:06.444 -0400,"9BWDH6BZ3T4001431","2430","{""Plate"": ""TSA-1I50"", ""Driver"": null, ""Address"": ""Alameda Andorra, Ponta Negra, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.054225, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:12:03Z"", ""Longitude"": -60.100653333333334, ""IdPosition"": 279421879, ""UpdateDate"": ""2026-07-17T03:12:06.444Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSA-1I50"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2430, ""ListTelemetry"": {""2"": 15.0, ""6"": 180.0, ""7"": 12.6, ""8"": 80.0, ""15"": 8971.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:22:35.856 -0400,2026-07-16 23:23:11.685 -0400
TSA2A20,Vai,17447.0,TSA2A20,,,,2026-07-16 23:00:00.733 -0400,,"9BWDH6BZXT4002916","210901177","{""plate"": ""TSA2A20"", ""chassis"": ""9BWDH6BZXT4002916"", ""codigoVai"": ""210901177"", ""ecuChassis"": ""9BWDH6BZXT4002916"", ""lastReview"": ""2026-02-24"", ""reviewStatus"": 0, ""currentMileage"": 17033.968999999997, ""initialMileage"": 8, ""lastConnection"": ""2026-07-17T03:00:00.733660+00:00"", ""dailyMileageAvg"": 53.29893238434164, ""mileageOnReview"": 9926.410999999996, ""odometerMileage"": 17447.0, ""reviewDateEstimated"": ""2026-09-09""}",2026-07-10 16:53:42.956 -0400,2026-07-16 23:23:11.686 -0400
TSA3H64,Vai,15342.0,TSA3H64,,,,2026-07-16 22:31:36.480 -0400,,"9BWAG5R13ST083925","210901041","{""plate"": ""TSA3H64"", ""chassis"": ""9BWAG5R13ST083925"", ""codigoVai"": ""210901041"", ""ecuChassis"": ""9BWAG5R13ST083925"", ""lastReview"": ""2026-02-09"", ""reviewStatus"": 0, ""currentMileage"": 14788.036, ""initialMileage"": 9, ""lastConnection"": ""2026-07-17T02:31:36.480463+00:00"", ""dailyMileageAvg"": 56.30962343096234, ""mileageOnReview"": 10078.623999999998, ""odometerMileage"": 15342.0, ""reviewDateEstimated"": ""2026-10-18""}",2026-07-10 16:53:42.890 -0400,2026-07-16 23:23:11.687 -0400
TSA3H74,Vai,27415.0,TSA3H74,,,,2026-07-10 02:30:25.738 -0400,,"9BWAG5R13ST083777","210901539","{""plate"": ""TSA3H74"", ""chassis"": ""9BWAG5R13ST083777"", ""codigoVai"": ""210901539"", ""ecuChassis"": ""9BWAG5R13RT053527"", ""lastReview"": ""2026-05-20"", ""reviewStatus"": 0, ""currentMileage"": 24738.524000000023, ""initialMileage"": 18008, ""lastConnection"": ""2026-07-10T06:30:25.738148+00:00"", ""dailyMileageAvg"": 72.33809523809524, ""mileageOnReview"": 19369.115000000013, ""odometerMileage"": 27415.0, ""reviewDateEstimated"": ""2026-09-19""}",2026-07-10 16:53:42.899 -0400,2026-07-16 23:23:11.689 -0400
TSC1D20,RastroSiga,14588.0,TSC-1D20,-3.0707683333333335,-60.00511111111111,false,2026-07-16 15:55:01.000 -0400,2026-07-16 15:55:02.834 -0400,"9BWDH6BZ5T4004055","2442","{""Plate"": ""TSC-1D20"", ""Driver"": null, ""Address"": ""Rua Alexandre Magno, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0707683333333335, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-16T19:55:01Z"", ""Longitude"": -60.00511111111111, ""IdPosition"": 279213985, ""UpdateDate"": ""2026-07-16T19:55:02.834Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSC-1D20"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2442, ""ListTelemetry"": {""2"": 12.0, ""6"": 46.0, ""8"": 100.0, ""15"": 14588.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:27:36.447 -0400,2026-07-16 23:23:11.706 -0400
TSA3H94,Vai,13439.0,TSA3H94,,,,2026-07-16 22:35:24.566 -0400,,"9BWAG5R13ST083813","240100351","{""plate"": ""TSA3H94"", ""chassis"": ""9BWAG5R13ST083813"", ""codigoVai"": ""240100351"", ""ecuChassis"": ""9BWAG5R13ST083813"", ""lastReview"": ""2026-03-09"", ""reviewStatus"": 0, ""currentMileage"": 12990.133000000007, ""initialMileage"": 8, ""lastConnection"": ""2026-07-17T02:35:24.566076+00:00"", ""dailyMileageAvg"": 47.2707423580786, ""mileageOnReview"": 10031.385000000006, ""odometerMileage"": 13439.0, ""reviewDateEstimated"": ""2026-12-12""}",2026-07-10 16:53:42.847 -0400,2026-07-16 23:23:11.691 -0400
TSA3I44,RastroSiga,27703.0,TSA-3I44,-3.070775,-60.00508444444445,false,2026-07-16 22:46:19.000 -0400,2026-07-16 22:46:21.847 -0400,"9BWAG5R13ST083942","2413","{""Plate"": ""TSA-3I44"", ""Driver"": null, ""Address"": ""Rua Alexandre Magno, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.070775, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:46:19Z"", ""Longitude"": -60.00508444444445, ""IdPosition"": 279414132, ""UpdateDate"": ""2026-07-17T02:46:21.847Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSA-3I44"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2413, ""ListTelemetry"": {""2"": 15.0, ""6"": 0.0, ""7"": 12.1, ""8"": 80.0, ""15"": 27703.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:24:36.128 -0400,2026-07-16 23:23:11.695 -0400
TSA3J04,Vai,21710.0,TSA3J04,,,,2026-07-16 22:11:00.192 -0400,,"9BWAG5R13ST084007","210903140","{""plate"": ""TSA3J04"", ""chassis"": ""9BWAG5R13ST084007"", ""codigoVai"": ""210903140"", ""ecuChassis"": ""9BWAG5R13ST084007"", ""lastReview"": ""2026-05-11"", ""reviewStatus"": 0, ""currentMileage"": 21404.332000000006, ""initialMileage"": 9, ""lastConnection"": ""2026-07-17T02:11:00.192444+00:00"", ""dailyMileageAvg"": 57.66556291390729, ""mileageOnReview"": 19199.667, ""odometerMileage"": 21710.0, ""reviewDateEstimated"": ""2026-11-29""}",2026-07-10 16:53:42.859 -0400,2026-07-16 23:23:11.698 -0400
TSA3J14,Vai,16337.0,TSA3J14,,,,2026-07-16 22:44:59.097 -0400,,"9BWAG5R13ST084038","241101742","{""plate"": ""TSA3J14"", ""chassis"": ""9BWAG5R13ST084038"", ""codigoVai"": ""241101742"", ""ecuChassis"": ""9BWAG5R13ST084038"", ""lastReview"": ""2026-03-05"", ""reviewStatus"": 0, ""currentMileage"": 11652.426000000009, ""initialMileage"": -2352, ""lastConnection"": ""2026-07-17T02:44:59.097917+00:00"", ""dailyMileageAvg"": 54.5655737704918, ""mileageOnReview"": 5259.343000000002, ""odometerMileage"": 16337.0, ""reviewDateEstimated"": ""2026-09-21""}",2026-07-10 16:53:42.855 -0400,2026-07-16 23:23:11.698 -0400
