"codigo_contrato","numero_contrato","codigo_cliente","codigo_veiculo","codigo_grupo_contrato","valor_tarifa","codigo_empresa","data_hora_inicio","data_hora_termino","codigo_status","inserido_em","modificado_em"
"122205","13","36441","10061","7247",2225.60,"167",2025-06-30 20:00:00.000 -0400,2025-07-31 19:59:00.000 -0400,"5",2025-06-27 12:19:26.000 -0400,2025-07-28 14:38:01.707 -0400
"133270","23","36441","10061","7247",2225.60,"167",2025-07-31 20:00:00.000 -0400,2025-08-31 19:59:00.000 -0400,"5",2025-07-28 11:38:01.000 -0400,2025-08-27 17:01:44.390 -0400
"148950","33","36441","10061","7247",2225.60,"167",2025-08-31 20:00:00.000 -0400,2025-09-30 19:59:00.000 -0400,"5",2025-08-27 14:01:44.000 -0400,2025-09-27 08:06:32.000 -0400
"160215","44","36441","10061","7247",2225.60,"167",2025-09-30 20:00:00.000 -0400,2025-10-31 19:59:00.000 -0400,"5",2025-09-27 08:06:32.000 -0400,2025-10-28 11:49:22.800 -0400
"174546","53","36441","10061","7247",2225.60,"167",2025-10-31 20:00:00.000 -0400,2025-11-30 19:59:00.000 -0400,"5",2025-10-28 08:49:22.000 -0400,2025-11-28 11:00:08.647 -0400
"186764","58","36441","10061","7247",2225.60,"167",2025-11-30 20:00:00.000 -0400,2025-12-31 19:59:00.000 -0400,"5",2025-11-28 08:00:08.000 -0400,2025-12-26 08:49:13.190 -0400
"215653","63","36441","10061","7247",2225.60,"167",2025-12-31 20:00:00.000 -0400,2026-01-31 19:59:00.000 -0400,"5",2025-12-26 05:49:13.000 -0400,2026-01-26 06:54:40.000 -0400
"238080","69","36441","10061","7247",2225.60,"167",2026-01-31 20:00:00.000 -0400,2026-02-28 19:59:00.000 -0400,"5",2026-01-26 06:54:40.000 -0400,2026-02-27 11:02:46.523 -0400
"267942","75","36441","10061","7247",2225.60,"167",2026-02-28 20:00:00.000 -0400,2026-03-31 19:59:00.000 -0400,"5",2026-02-27 08:02:46.000 -0400,2026-03-30 08:01:52.900 -0400
"338570","85","36441","10061","7247",2225.60,"167",2026-03-31 20:00:00.000 -0400,2026-04-30 19:59:00.000 -0400,"5",2026-03-30 05:01:52.000 -0400,2026-04-30 08:00:30.727 -0400
"531887","92","36441","10061","7247",2225.60,"167",2026-04-30 20:00:00.000 -0400,2026-05-31 19:59:00.000 -0400,"5",2026-04-30 05:00:30.000 -0400,2026-05-30 05:00:40.000 -0400
"579142","97","36441","10061","7247",2225.60,"167",2026-05-31 20:00:00.000 -0400,2026-06-30 19:59:00.000 -0400,"5",2026-05-30 05:00:40.000 -0400,2026-06-30 11:16:37.000 -0400
"597315","103","36441","10061","7247",2257.93,"167",2026-06-30 20:00:00.000 -0400,2026-07-31 19:59:00.000 -0400,"1",2026-06-30 11:16:37.000 -0400,2026-07-17 05:02:12.273 -0400
"114445","1","36441","10058","7247",2225.60,"167",2025-05-31 20:00:00.000 -0400,2025-06-30 19:59:00.000 -0400,"5",2025-05-29 07:56:23.000 -0400,2025-06-27 12:19:26.000 -0400
"122204","12","36441","10058","7247",2225.60,"167",2025-06-30 20:00:00.000 -0400,2025-07-31 19:59:00.000 -0400,"5",2025-06-27 12:19:25.000 -0400,2025-07-28 11:38:01.000 -0400
"133269","22","36441","10058","7247",2225.60,"167",2025-07-31 20:00:00.000 -0400,2025-08-31 19:59:00.000 -0400,"5",2025-07-28 11:38:01.000 -0400,2025-08-27 14:01:44.000 -0400
"148949","32","36441","10058","7247",2225.60,"167",2025-08-31 20:00:00.000 -0400,2025-09-30 19:59:00.000 -0400,"5",2025-08-27 14:01:43.000 -0400,2025-09-27 11:06:31.737 -0400
"160214","43","36441","10058","7247",2225.60,"167",2025-09-30 20:00:00.000 -0400,2025-10-31 19:59:00.000 -0400,"5",2025-09-27 08:06:31.000 -0400,2025-10-28 11:49:22.423 -0400
"174545","52","36441","10058","7247",2225.60,"167",2025-10-31 20:00:00.000 -0400,2025-11-30 19:59:00.000 -0400,"5",2025-10-28 08:49:22.000 -0400,2025-11-28 11:00:08.230 -0400
"186763","57","36441","10058","7247",2225.60,"167",2025-11-30 20:00:00.000 -0400,2025-12-31 19:59:00.000 -0400,"5",2025-11-28 08:00:08.000 -0400,2025-12-26 08:49:12.597 -0400
"215652","62","36441","10058","7247",2225.60,"167",2025-12-31 20:00:00.000 -0400,2026-01-31 19:59:00.000 -0400,"5",2025-12-26 05:49:12.000 -0400,2026-01-26 09:54:39.450 -0400
"160446","218","36366","10063","2213",2152.00,"167",2025-09-30 20:00:00.000 -0400,2025-10-31 19:59:00.000 -0400,"5",2025-09-29 06:25:41.000 -0400,2025-10-28 16:15:23.353 -0400
"174826","222","36366","10063","2213",2152.00,"167",2025-10-31 20:00:00.000 -0400,2025-11-30 19:59:00.000 -0400,"5",2025-10-28 13:15:23.000 -0400,2025-11-28 12:16:16.417 -0400
"186849","226","36366","10063","2213",2152.00,"167",2025-11-30 20:00:00.000 -0400,2025-12-31 19:59:00.000 -0400,"5",2025-11-28 09:16:16.000 -0400,2025-12-26 05:30:43.000 -0400
"215621","230","36366","10063","2213",2152.00,"167",2025-12-31 20:00:00.000 -0400,2026-01-31 19:59:00.000 -0400,"5",2025-12-26 05:30:43.000 -0400,2026-01-26 09:46:46.420 -0400
"238056","234","36366","10063","2213",2152.00,"167",2026-01-31 20:00:00.000 -0400,2026-02-28 19:59:00.000 -0400,"5",2026-01-26 06:46:46.000 -0400,2026-02-27 10:56:29.923 -0400
"267919","238","36366","10063","2213",2152.00,"167",2026-02-28 20:00:00.000 -0400,2026-03-31 19:59:00.000 -0400,"5",2026-02-27 07:56:29.000 -0400,2026-03-30 08:00:39.550 -0400
"338535","242","36366","10063","2213",2152.00,"167",2026-03-31 20:00:00.000 -0400,2026-04-30 19:59:00.000 -0400,"5",2026-03-30 05:00:39.000 -0400,2026-04-30 08:01:20.363 -0400
"531904","244","36366","10063","2213",2152.00,"167",2026-04-30 20:00:00.000 -0400,2026-05-31 19:59:00.000 -0400,"5",2026-04-30 05:01:20.000 -0400,2026-05-30 05:01:19.000 -0400
"579159","248","36366","10063","2213",2152.00,"167",2026-05-31 20:00:00.000 -0400,2026-06-30 19:59:00.000 -0400,"5",2026-05-30 05:01:19.000 -0400,2026-06-30 07:01:40.000 -0400
"595596","252","36366","10063","2213",2152.00,"167",2026-06-30 20:00:00.000 -0400,2026-07-31 19:59:00.000 -0400,"1",2026-06-30 07:01:39.000 -0400,2026-07-17 05:02:26.777 -0400
"98385","192","36366","9098","2213",3352.00,"167",2025-03-31 20:00:00.000 -0400,2025-04-30 19:59:00.000 -0400,"5",2025-04-01 08:06:02.000 -0400,2025-04-30 10:55:21.000 -0400
"105847","196","36366","9098","2213",3352.00,"167",2025-04-30 20:00:00.000 -0400,2025-05-31 19:59:00.000 -0400,"5",2025-04-30 10:55:21.000 -0400,2025-05-29 10:45:29.393 -0400
"277888","8","92183","10062","11799",990.00,"167",2026-03-03 11:53:00.000 -0400,2026-03-10 11:53:00.000 -0400,"5",2026-03-03 10:17:20.000 -0400,2026-03-10 10:27:35.543 -0400
"281022","9","92183","10062","11799",990.00,"167",2026-03-10 11:53:00.000 -0400,2026-03-17 11:53:00.000 -0400,"5",2026-03-10 07:27:35.000 -0400,2026-03-17 11:19:23.443 -0400
"292985","10","92183","10062","11799",990.00,"167",2026-03-17 11:53:00.000 -0400,2026-03-24 11:53:00.000 -0400,"5",2026-03-17 08:19:23.000 -0400,2026-03-24 10:31:11.000 -0400
"311161","11","92183","10062","11799",990.00,"167",2026-03-24 11:53:00.000 -0400,2026-03-31 11:53:00.000 -0400,"5",2026-03-24 10:31:10.000 -0400,2026-03-31 05:26:54.000 -0400
"339823","12","92183","10062","11799",990.00,"167",2026-03-31 11:53:00.000 -0400,2026-04-07 11:53:00.000 -0400,"5",2026-03-31 05:26:54.000 -0400,2026-04-07 08:33:38.947 -0400
"509539","13","92183","10062","11799",990.00,"167",2026-04-07 11:53:00.000 -0400,2026-04-14 11:53:00.000 -0400,"5",2026-04-07 05:33:38.000 -0400,2026-04-14 11:49:43.870 -0400
"524535","14","92183","10062","11799",990.00,"167",2026-04-14 11:53:00.000 -0400,2026-04-21 11:53:00.000 -0400,"5",2026-04-14 08:49:43.000 -0400,2026-04-22 08:43:07.997 -0400
"528013","15","92183","10062","11799",990.00,"167",2026-04-21 11:53:00.000 -0400,2026-04-28 11:53:00.000 -0400,"5",2026-04-22 05:43:07.000 -0400,2026-04-28 06:44:24.000 -0400
"530758","16","92183","10062","11799",990.00,"167",2026-04-28 11:53:00.000 -0400,2026-05-05 11:53:00.000 -0400,"5",2026-04-28 06:44:24.000 -0400,2026-05-05 08:24:11.850 -0400
"536581","17","92183","10062","11799",990.00,"167",2026-05-05 11:53:00.000 -0400,2026-05-12 11:53:00.000 -0400,"5",2026-05-05 05:24:11.000 -0400,2026-05-12 08:31:55.740 -0400
"555962","18","92183","10062","11799",990.00,"167",2026-05-12 11:53:00.000 -0400,2026-05-19 11:53:00.000 -0400,"5",2026-05-12 05:31:55.000 -0400,2026-05-19 13:31:05.620 -0400
"573548","19","92183","10062","11799",990.00,"167",2026-05-19 11:53:00.000 -0400,2026-05-26 11:53:00.000 -0400,"5",2026-05-19 10:31:05.000 -0400,2026-05-26 08:39:45.747 -0400
"576553","20","92183","10062","11799",990.00,"167",2026-05-26 11:53:00.000 -0400,2026-06-02 11:53:00.000 -0400,"5",2026-05-26 05:39:45.000 -0400,2026-06-02 09:19:59.833 -0400
"582412","21","92183","10062","11799",990.00,"167",2026-06-02 11:53:00.000 -0400,2026-06-09 11:53:00.000 -0400,"5",2026-06-02 06:19:59.000 -0400,2026-06-09 09:34:38.997 -0400
"585750","22","92183","10062","11799",990.00,"167",2026-06-09 11:53:00.000 -0400,2026-06-16 06:10:00.000 -0400,"3",2026-06-09 06:34:38.000 -0400,2026-06-16 07:19:50.000 -0400
"590683","25","92183","10062","11799",990.00,"167",2026-06-16 11:53:00.000 -0400,2026-06-23 11:53:00.000 -0400,"5",2026-06-19 06:53:56.000 -0400,2026-06-23 13:16:15.000 -0400
"592344","26","92183","10062","11799",990.00,"167",2026-06-23 11:53:00.000 -0400,2026-06-30 11:53:00.000 -0400,"5",2026-06-23 13:16:14.000 -0400,2026-06-30 12:40:19.000 -0400
"597657","27","92183","10062","11799",990.00,"167",2026-06-30 11:53:00.000 -0400,2026-07-07 11:53:00.000 -0400,"5",2026-06-30 12:40:18.000 -0400,2026-07-07 07:42:18.000 -0400
"601905","28","92183","10062","11799",990.00,"167",2026-07-07 11:53:00.000 -0400,2026-07-14 11:53:00.000 -0400,"5",2026-07-07 07:42:17.000 -0400,2026-07-14 06:35:05.000 -0400
"605402","29","92183","10062","11799",990.00,"167",2026-07-14 11:53:00.000 -0400,2026-07-21 11:53:00.000 -0400,"1",2026-07-14 06:35:05.000 -0400,2026-07-15 05:29:55.000 -0400
"152444","1","83294","12609","9205",3990.00,"167",2025-09-06 06:00:00.000 -0400,2025-10-06 06:00:00.000 -0400,"5",2025-09-06 06:01:04.000 -0400,2025-10-01 10:51:19.477 -0400
"161794","2","83294","12609","9205",3990.00,"167",2025-10-06 06:00:00.000 -0400,2025-11-06 06:00:00.000 -0400,"5",2025-10-01 07:51:19.000 -0400,2025-11-01 07:28:25.000 -0400
"176968","3","83294","12609","9205",3990.00,"167",2025-11-06 06:00:00.000 -0400,2025-12-06 06:00:00.000 -0400,"5",2025-11-01 07:28:25.000 -0400,2025-12-01 09:40:11.640 -0400
"188244","4","83294","12609","9205",3990.00,"167",2025-12-06 06:00:00.000 -0400,2026-01-06 06:00:00.000 -0400,"5",2025-12-01 06:40:11.000 -0400,2026-01-02 14:41:53.470 -0400
"217982","5","83294","12609","9205",3990.00,"167",2026-01-06 06:00:00.000 -0400,2026-02-04 11:42:00.000 -0400,"2",2026-01-02 11:41:53.000 -0400,2026-02-04 13:10:52.000 -0400
"265711","165","36426","12609","2250",2952.00,"167",2026-02-23 06:00:00.000 -0400,2026-02-28 19:59:00.000 -0400,"5",2026-02-23 06:05:04.000 -0400,2026-02-27 10:52:40.483 -0400
"267902","167","36426","12609","2250",2952.00,"167",2026-02-28 20:00:00.000 -0400,2026-03-06 05:22:00.000 -0400,"5",2026-02-27 07:52:40.000 -0400,2026-03-30 13:09:04.000 -0400
"283282","10","66678","12609","7771",3790.00,"167",2026-03-10 19:59:00.000 -0400,2026-03-24 10:35:00.000 -0400,"3",2026-03-13 13:03:40.000 -0400,2026-03-24 14:57:05.633 -0400
"603711","1","73611","12609","24637",3790.00,"167",2026-07-10 05:00:00.000 -0400,2026-08-10 19:59:00.000 -0400,"1",2026-07-09 14:31:16.000 -0400,2026-07-10 06:13:24.000 -0400
"113810","1","49349","10382","6777",2490.00,"167",2025-05-27 06:57:00.000 -0400,2025-06-13 11:15:00.000 -0400,"3",2025-05-27 07:57:39.000 -0400,2025-06-13 16:12:27.627 -0400
"119838","880","36314","10382","2210",1992.00,"167",2025-05-31 20:00:00.000 -0400,2025-06-30 19:59:00.000 -0400,"5",2025-06-16 13:26:16.000 -0400,2025-06-27 11:31:30.423 -0400
"122111","895","36314","10382","2210",1992.00,"167",2025-06-30 20:00:00.000 -0400,2025-07-31 19:59:00.000 -0400,"5",2025-06-27 08:31:30.000 -0400,2025-07-28 08:20:18.000 -0400
"133163","910","36314","10382","2210",1992.00,"167",2025-07-31 20:00:00.000 -0400,2025-08-31 19:59:00.000 -0400,"5",2025-07-28 08:20:18.000 -0400,2025-08-27 17:25:35.630 -0400
"148983","925","36314","10382","2210",1992.00,"167",2025-08-31 20:00:00.000 -0400,2025-09-30 19:59:00.000 -0400,"5",2025-08-27 14:25:35.000 -0400,2025-09-29 09:16:54.667 -0400
"160420","940","36314","10382","2210",1992.00,"167",2025-09-30 20:00:00.000 -0400,2025-10-31 19:59:00.000 -0400,"5",2025-09-29 06:16:54.000 -0400,2025-10-28 08:18:19.000 -0400
"174500","955","36314","10382","2210",1992.00,"167",2025-10-31 20:00:00.000 -0400,2025-11-30 19:59:00.000 -0400,"5",2025-10-28 08:18:19.000 -0400,2025-11-28 11:52:36.617 -0400
"114396","200","36366","9098","2213",3352.00,"167",2025-05-31 20:00:00.000 -0400,2025-06-30 19:59:00.000 -0400,"5",2025-05-29 07:45:29.000 -0400,2025-06-27 10:34:03.793 -0400
"122065","204","36366","9098","2213",3352.00,"167",2025-06-30 20:00:00.000 -0400,2025-07-31 19:59:00.000 -0400,"5",2025-06-27 07:34:03.000 -0400,2025-07-28 11:26:47.797 -0400
"532551","177","99010","6141",,180.00,"167",2026-04-30 12:30:00.000 -0400,2026-05-12 06:17:00.000 -0400,"5",2026-04-30 11:31:13.000 -0400,2026-05-12 11:44:21.000 -0400
"588311","1","36555","6141","24150",2990.00,"167",2026-06-16 05:00:00.000 -0400,2026-07-16 05:00:00.000 -0400,"5",2026-06-15 09:34:09.000 -0400,2026-07-16 09:45:15.037 -0400
"119425","2","49349","12573","6777",2490.00,"167",2025-05-27 06:57:00.000 -0400,2025-06-27 06:57:00.000 -0400,"5",2025-06-13 13:12:27.000 -0400,2025-06-25 09:37:10.620 -0400
"121408","3","49349","12573","6777",3090.00,"167",2025-06-27 06:57:00.000 -0400,2025-07-27 19:59:00.000 -0400,"5",2025-06-25 06:37:10.000 -0400,2025-07-25 07:21:41.000 -0400
"132588","4","49349","12573","6777",3090.00,"167",2025-07-27 19:59:00.000 -0400,2025-08-27 19:59:00.000 -0400,"5",2025-07-25 07:21:40.000 -0400,2025-08-25 11:15:56.650 -0400
"148278","5","49349","12573","6777",3090.00,"167",2025-08-27 19:59:00.000 -0400,2025-09-27 19:59:00.000 -0400,"5",2025-08-25 08:15:56.000 -0400,2025-09-25 05:57:35.000 -0400
"159544","6","49349","12573","6777",3090.00,"167",2025-09-27 19:59:00.000 -0400,2025-10-27 19:59:00.000 -0400,"5",2025-09-25 05:57:35.000 -0400,2025-10-25 10:27:07.270 -0400
"173041","7","49349","12573","6777",3090.00,"167",2025-10-27 19:59:00.000 -0400,2025-11-27 19:59:00.000 -0400,"5",2025-10-25 07:27:07.000 -0400,2025-11-25 10:18:58.317 -0400
"185254","8","49349","12573","6777",3090.00,"167",2025-11-27 19:59:00.000 -0400,2025-12-27 19:59:00.000 -0400,"5",2025-11-25 07:18:58.000 -0400,2025-12-24 06:57:15.000 -0400
"215345","9","49349","12573","6777",3090.00,"167",2025-12-27 19:59:00.000 -0400,2026-01-27 19:59:00.000 -0400,"5",2025-12-24 06:57:14.000 -0400,2026-01-24 09:21:03.757 -0400
"237466","10","49349","12573","6777",3090.00,"167",2026-01-27 19:59:00.000 -0400,2026-02-27 19:59:00.000 -0400,"5",2026-01-24 06:21:03.000 -0400,2026-02-25 09:36:34.993 -0400
"266523","11","49349","12573","6777",3090.00,"167",2026-02-27 19:59:00.000 -0400,2026-03-27 19:59:00.000 -0400,"5",2026-02-25 06:36:34.000 -0400,2026-03-27 08:00:04.797 -0400
"315779","12","49349","12573","6777",3090.00,"167",2026-03-27 19:59:00.000 -0400,2026-04-27 19:59:00.000 -0400,"5",2026-03-27 05:00:04.000 -0400,2026-04-27 08:00:18.310 -0400
"529951","13","49349","12573","6777",3090.00,"167",2026-04-27 19:59:00.000 -0400,2026-05-22 11:04:00.000 -0400,"5",2026-04-27 05:00:18.000 -0400,2026-05-22 13:30:52.000 -0400
"590057","181","36315","12573",,220.00,"167",2026-06-18 04:51:00.000 -0400,2026-07-19 04:51:00.000 -0400,"7",2026-06-18 05:57:22.000 -0400,2026-07-17 05:02:56.420 -0400
"109681","8","36427","10062","3720",2500.00,"167",2025-04-30 20:00:00.000 -0400,2025-05-31 19:59:00.000 -0400,"5",2025-05-09 12:40:04.000 -0400,2025-05-30 08:41:10.640 -0400
"114658","9","36427","10062","3720",2500.00,"167",2025-05-31 20:00:00.000 -0400,2025-06-30 19:59:00.000 -0400,"5",2025-05-30 05:41:10.000 -0400,2025-06-27 07:15:04.000 -0400
"122044","10","36427","10062","3720",2500.00,"167",2025-06-30 20:00:00.000 -0400,2025-07-31 19:59:00.000 -0400,"5",2025-06-27 07:15:04.000 -0400,2025-07-30 06:10:14.000 -0400
"133757","11","36427","10062","3720",2500.00,"167",2025-07-31 20:00:00.000 -0400,2025-08-31 19:59:00.000 -0400,"5",2025-07-30 06:10:14.000 -0400,2025-08-28 10:23:10.980 -0400
"149111","12","36427","10062","3720",2500.00,"167",2025-08-31 20:00:00.000 -0400,2025-09-30 19:59:00.000 -0400,"5",2025-08-28 07:23:10.000 -0400,2025-09-29 10:17:58.410 -0400
"160470","13","36427","10062","3720",2500.00,"167",2025-09-30 20:00:00.000 -0400,2025-10-31 19:59:00.000 -0400,"5",2025-09-29 07:17:58.000 -0400,2025-10-30 09:10:03.400 -0400
"175396","14","36427","10062","3720",2500.00,"167",2025-10-31 20:00:00.000 -0400,2025-11-21 07:40:00.000 -0400,"5",2025-10-30 06:10:03.000 -0400,2025-11-21 09:10:40.000 -0400
"214501","1","90608","10062","11532",990.00,"167",2025-12-22 07:30:00.000 -0400,2025-12-29 07:30:00.000 -0400,"5",2025-12-22 07:41:57.000 -0400,2025-12-29 08:17:44.273 -0400
"216145","2","90608","10062","11532",990.00,"167",2025-12-29 07:30:00.000 -0400,2026-01-05 07:30:00.000 -0400,"5",2025-12-29 05:17:44.000 -0400,2026-01-05 05:32:31.000 -0400
"218487","3","90608","10062","11532",990.00,"167",2026-01-05 07:30:00.000 -0400,2026-01-12 07:30:00.000 -0400,"4",2026-01-05 05:32:31.000 -0400,2026-01-06 05:17:48.000 -0400
"222566","1","92183","10062","11799",990.00,"167",2026-01-13 11:53:00.000 -0400,2026-01-20 11:53:00.000 -0400,"5",2026-01-13 12:53:46.000 -0400,2026-01-20 08:08:12.817 -0400
"234790","2","92183","10062","11799",990.00,"167",2026-01-20 11:53:00.000 -0400,2026-01-27 11:53:00.000 -0400,"5",2026-01-20 05:08:12.000 -0400,2026-01-27 10:20:49.400 -0400
"238704","3","92183","10062","11799",990.00,"167",2026-01-27 11:53:00.000 -0400,2026-02-03 11:53:00.000 -0400,"5",2026-01-27 07:20:49.000 -0400,2026-02-03 09:14:02.413 -0400
"251525","4","92183","10062","11799",990.00,"167",2026-02-03 11:53:00.000 -0400,2026-02-10 11:53:00.000 -0400,"5",2026-02-03 06:14:02.000 -0400,2026-02-10 05:19:35.000 -0400
"259292","5","92183","10062","11799",990.00,"167",2026-02-10 11:53:00.000 -0400,2026-02-17 11:53:00.000 -0400,"5",2026-02-10 05:19:35.000 -0400,2026-02-18 13:46:31.417 -0400
"263752","6","92183","10062","11799",990.00,"167",2026-02-17 11:53:00.000 -0400,2026-02-24 11:53:00.000 -0400,"5",2026-02-18 10:46:31.000 -0400,2026-02-24 10:09:51.383 -0400
"266152","7","92183","10062","11799",990.00,"167",2026-02-24 11:53:00.000 -0400,2026-03-03 11:53:00.000 -0400,"5",2026-02-24 07:09:51.000 -0400,2026-03-03 10:17:20.000 -0400
"133181","208","36366","9098","2213",3352.00,"167",2025-07-31 20:00:00.000 -0400,2025-08-31 19:59:00.000 -0400,"5",2025-07-28 08:26:47.000 -0400,2025-08-27 17:42:57.970 -0400
"149001","212","36366","9098","2213",3352.00,"167",2025-08-31 20:00:00.000 -0400,2025-09-30 19:59:00.000 -0400,"5",2025-08-27 14:42:57.000 -0400,2025-09-29 09:25:40.550 -0400
"160444","216","36366","9098","2213",3352.00,"167",2025-09-30 20:00:00.000 -0400,2025-10-31 19:59:00.000 -0400,"5",2025-09-29 06:25:40.000 -0400,2025-10-28 16:15:22.463 -0400
"174824","220","36366","9098","2213",3352.00,"167",2025-10-31 20:00:00.000 -0400,2025-11-30 19:59:00.000 -0400,"5",2025-10-28 13:15:22.000 -0400,2025-11-28 12:16:15.733 -0400
"186847","224","36366","9098","2213",3352.00,"167",2025-11-30 20:00:00.000 -0400,2025-12-31 19:59:00.000 -0400,"5",2025-11-28 09:16:15.000 -0400,2025-12-26 08:30:42.293 -0400
"215619","228","36366","9098","2213",3352.00,"167",2025-12-31 20:00:00.000 -0400,2026-01-31 19:59:00.000 -0400,"5",2025-12-26 05:30:42.000 -0400,2026-01-26 09:46:45.297 -0400
"238054","232","36366","9098","2213",3352.00,"167",2026-01-31 20:00:00.000 -0400,2026-02-28 19:59:00.000 -0400,"5",2026-01-26 06:46:45.000 -0400,2026-02-27 10:56:28.873 -0400
"267917","236","36366","9098","2213",3352.00,"167",2026-02-28 20:00:00.000 -0400,2026-03-31 19:59:00.000 -0400,"5",2026-02-27 07:56:28.000 -0400,2026-03-30 08:00:38.663 -0400
"338533","240","36366","9098","2213",3352.00,"167",2026-03-31 20:00:00.000 -0400,2026-04-30 19:59:00.000 -0400,"5",2026-03-30 05:00:38.000 -0400,2026-04-30 08:01:20.713 -0400
"531905","245","36366","9098","2213",3352.00,"167",2026-04-30 20:00:00.000 -0400,2026-05-31 19:59:00.000 -0400,"5",2026-04-30 05:01:20.000 -0400,2026-05-30 08:01:19.503 -0400
"84443","254","36315","8831","2211",4232.00,"167",2025-01-30 19:59:00.000 -0400,2025-02-28 19:59:00.000 -0400,"5",2025-02-18 10:01:44.000 -0400,2025-02-28 11:47:24.563 -0400
"87017","261","36315","8831","2211",4232.00,"167",2025-02-28 19:59:00.000 -0400,2025-03-28 19:59:00.000 -0400,"5",2025-02-28 08:47:24.000 -0400,2025-03-29 10:48:08.720 -0400
"97636","268","36315","8831","2211",4232.00,"167",2025-03-28 19:59:00.000 -0400,2025-04-28 19:59:00.000 -0400,"5",2025-03-29 07:48:08.000 -0400,2025-04-30 13:48:37.750 -0400
"105831","276","36315","8831","2211",4232.00,"167",2025-04-28 19:59:00.000 -0400,2025-05-28 19:59:00.000 -0400,"5",2025-04-30 10:48:37.000 -0400,2025-05-29 10:37:34.510 -0400
"114380","284","36315","8831","2211",4232.00,"167",2025-05-28 19:59:00.000 -0400,2025-06-28 19:59:00.000 -0400,"5",2025-05-29 07:37:34.000 -0400,2025-06-27 10:23:52.513 -0400
"122053","291","36315","8831","2211",4232.00,"167",2025-06-28 19:59:00.000 -0400,2025-07-28 19:59:00.000 -0400,"5",2025-06-27 07:23:52.000 -0400,2025-07-28 11:21:58.523 -0400
"133166","298","36315","8831","2211",4232.00,"167",2025-07-28 19:59:00.000 -0400,2025-08-28 19:59:00.000 -0400,"5",2025-07-28 08:21:58.000 -0400,2025-08-27 17:28:03.513 -0400
"148986","305","36315","8831","2211",4232.00,"167",2025-08-28 19:59:00.000 -0400,2025-09-28 19:59:00.000 -0400,"5",2025-08-27 14:28:03.000 -0400,2025-09-29 06:17:48.000 -0400
"160423","312","36315","8831","2211",4232.00,"167",2025-09-28 19:59:00.000 -0400,2025-10-28 19:59:00.000 -0400,"5",2025-09-29 06:17:48.000 -0400,2025-10-28 07:00:03.000 -0400
"174419","319","36315","8831","2211",4232.00,"167",2025-10-28 19:59:00.000 -0400,2025-11-28 19:59:00.000 -0400,"5",2025-10-28 07:00:03.000 -0400,2025-11-28 08:40:46.000 -0400
"186803","326","36315","8831","2211",4232.00,"167",2025-11-28 19:59:00.000 -0400,2025-12-28 19:59:00.000 -0400,"5",2025-11-28 08:40:46.000 -0400,2025-12-26 05:24:39.000 -0400
"215599","333","36315","8831","2211",4232.00,"167",2025-12-28 19:59:00.000 -0400,2026-01-28 19:59:00.000 -0400,"5",2025-12-26 05:24:38.000 -0400,2026-01-26 09:42:51.533 -0400
"238036","340","36315","8831","2211",4232.00,"167",2026-01-28 19:59:00.000 -0400,2026-02-28 19:59:00.000 -0400,"5",2026-01-26 06:42:51.000 -0400,2026-02-27 07:34:26.000 -0400
"267891","347","36315","8831","2211",4232.00,"167",2026-02-28 19:59:00.000 -0400,2026-03-28 19:59:00.000 -0400,"5",2026-02-27 07:34:26.000 -0400,2026-03-28 05:00:04.000 -0400
"316605","356","36315","8831","2211",4232.00,"167",2026-03-28 19:59:00.000 -0400,2026-04-28 19:59:00.000 -0400,"5",2026-03-28 05:00:04.000 -0400,2026-04-28 05:00:03.000 -0400
"530609","363","36315","8831","2211",4232.00,"167",2026-04-28 19:59:00.000 -0400,2026-05-28 19:59:00.000 -0400,"5",2026-04-28 05:00:03.000 -0400,2026-05-28 08:00:04.613 -0400
"577907","370","36315","8831","2211",4232.00,"167",2026-05-28 19:59:00.000 -0400,2026-06-28 19:59:00.000 -0400,"5",2026-05-28 05:00:04.000 -0400,2026-06-29 11:02:21.980 -0400
"594960","377","36315","8831","2211",4232.00,"167",2026-06-28 19:59:00.000 -0400,2026-07-28 19:59:00.000 -0400,"1",2026-06-29 08:02:21.000 -0400,2026-06-29 08:02:22.000 -0400
"530608","362","36315","6758","2211",3832.00,"167",2026-04-28 19:59:00.000 -0400,2026-05-28 19:59:00.000 -0400,"5",2026-04-28 05:00:02.000 -0400,2026-05-28 08:00:04.297 -0400
"577906","369","36315","6758","2211",3832.00,"167",2026-05-28 19:59:00.000 -0400,2026-06-28 19:59:00.000 -0400,"5",2026-05-28 05:00:04.000 -0400,2026-06-29 08:02:20.000 -0400
"594959","376","36315","6758","2211",3832.00,"167",2026-06-28 19:59:00.000 -0400,2026-07-28 19:59:00.000 -0400,"1",2026-06-29 08:02:20.000 -0400,2026-06-29 08:02:21.000 -0400
"79075","109","36315","6141",,180.00,"167",2025-01-27 11:12:00.000 -0400,2025-02-05 06:20:00.000 -0400,"5",2025-01-27 12:15:10.000 -0400,2025-02-21 09:53:58.000 -0400
"96656","1","50112","6141","4502",2990.00,"167",2025-03-24 11:51:00.000 -0400,2025-04-24 11:51:00.000 -0400,"5",2025-03-24 12:52:26.000 -0400,2025-04-15 11:42:24.250 -0400
